58 78                                                        
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 22 22 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 3 12 1 12 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 3 12 1 12 1 3 23 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 25 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 6 6 1 1 1 1 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 6 1 1 1 1 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 6 6 3 3 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 6 23 24 24 24 24 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 6 29 30 30 30 30 30 30 30 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 6 6 6 6 6 6 6 6 6 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 6 6 3 3 6 6 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 29 30 30 30 30 30 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 3 23 24 24 24 25 3 3 3 3 3 3 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 26 27 27 27 28 3 3 3 3 3 3 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 29 30 30 30 31 3 3 3 3 3 6 6 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 6 23 24 25 6 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 26 27 28 6 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 26 27 28 3 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 6 26 27 28 3 3 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 26 27 28 3 3 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 29 30 31 3 3 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 6 3 3 3 3 3 3 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 3 3 3 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 3 3 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 3 3 3 10 0 0 0 0 3 3 23 24 25 12 1 12 1 12 1 12 1 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 3 3 3 0 0 0 0 0 3 3 26 27 28 1 1 1 1 1 1 1 1 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 3 3 3 0 0 0 0 0 3 3 29 30 31 1 1 1 1 1 1 1 1 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 3 3 3 0 0 17 0 0 3 3 3 3 3 12 1 12 1 12 1 12 1 3 3 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 3 3 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 3 3 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 3 11 0 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 3 0 0 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 3 0 0 0 0 0 3 3 3 3 3 3 14 0 0 0 0 3 3 3 6 6 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 3 0 0 18 0 0 3 3 3 3 3 3 0 0 0 0 0 3 3 3 6 23 24 24 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 3 3 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 0 9 0 0 0 6 6 6 6 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 3 3 3 3 3 14 0 0 0 0 3 3 3 3 23 24 24 24 24 24 24 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 3 3 3 3 3 0 0 0 0 0 3 3 3 3 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 3 3 3 3 3 0 0 0 0 0 3 3 3 3 29 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 31 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 3 3 3 3 3 0 9 0 0 0 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 12 1 12 1
1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1
1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1
12 1 12 1 12 1 12 1 3 3 32 0 0 0 0 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 12 1 12 1
1 1 1 1 1 1 1 1 3 3 0 0 0 0 0 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 1 1 1 1
1 1 1 1 1 1 1 1 3 3 0 0 0 0 0 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 1 1 1 1
12 1 12 1 12 1 12 1 3 3 0 0 33 0 0 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 12 1 12 1
1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 1 1 1 1
1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 1 1 1 1
